   1.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6965029e+01   6.9883392e-01   0.0000000e+00   1.0000000e-01
   1.6860466e+01   1.3906853e+00   0.0000000e+00   2.0000000e-01
   1.6687355e+01   2.0686414e+00   0.0000000e+00   3.0000000e-01
   1.6447427e+01   2.7259284e+00   0.0000000e+00   4.0000000e-01
   1.6143078e+01   3.3559788e+00   0.0000000e+00   5.0000000e-01
   1.5777349e+01   3.9524973e+00   0.0000000e+00   6.0000000e-01
   1.5353895e+01   4.5095238e+00   0.0000000e+00   7.0000000e-01
   1.4876947e+01   5.0214926e+00   0.0000000e+00   8.0000000e-01
   1.4351270e+01   5.4832884e+00   0.0000000e+00   9.0000000e-01
   1.3782116e+01   5.8902969e+00   0.0000000e+00   1.0000000e+00
   1.3175173e+01   6.2384515e+00   0.0000000e+00   1.1000000e+00
   1.2536504e+01   6.5242736e+00   0.0000000e+00   1.2000000e+00
   1.1872492e+01   6.7449073e+00   0.0000000e+00   1.3000000e+00
   1.1189770e+01   6.8981481e+00   0.0000000e+00   1.4000000e+00
   1.0495160e+01   6.9824649e+00   0.0000000e+00   1.5000000e+00
   9.7956033e+00   6.9970152e+00   0.0000000e+00   1.6000000e+00
   9.0980885e+00   6.9416537e+00   0.0000000e+00   1.7000000e+00
   8.4095853e+00   6.8169334e+00   0.0000000e+00   1.8000000e+00
   7.7369730e+00   6.6241006e+00   0.0000000e+00   1.9000000e+00
   7.0869721e+00   6.3650820e+00   0.0000000e+00   2.0000000e+00
   6.4660773e+00   6.0424656e+00   0.0000000e+00   2.1000000e+00
   5.8804922e+00   5.6594748e+00   0.0000000e+00   2.2000000e+00
   5.3360679e+00   5.2199365e+00   0.0000000e+00   2.3000000e+00
   4.8382440e+00   4.7282423e+00   0.0000000e+00   2.4000000e+00
   4.3919947e+00   4.1893050e+00   0.0000000e+00   2.5000000e+00
   4.0017787e+00   3.6085096e+00   0.0000000e+00   2.6000000e+00
   3.6714950e+00   2.9916592e+00   0.0000000e+00   2.7000000e+00
   3.4044436e+00   2.3449171e+00   0.0000000e+00   2.8000000e+00
   3.2032928e+00   1.6747453e+00   0.0000000e+00   2.9000000e+00
   3.0700525e+00   9.8784006e-01   0.0000000e+00   3.0000000e+00
   3.0060539e+00   2.9106464e-01   0.0000000e+00   3.1000000e+00
   1.6915071e+01   1.6971681e+00   1.0000000e-01   0.0000000e+00
   1.6810508e+01   2.3890195e+00   1.0000000e-01   1.0000000e-01
   1.6637397e+01   3.0669756e+00   1.0000000e-01   2.0000000e-01
   1.6397469e+01   3.7242626e+00   1.0000000e-01   3.0000000e-01
   1.6093120e+01   4.3543129e+00   1.0000000e-01   4.0000000e-01
   1.5727391e+01   4.9508315e+00   1.0000000e-01   5.0000000e-01
   1.5303937e+01   5.5078580e+00   1.0000000e-01   6.0000000e-01
   1.4826989e+01   6.0198268e+00   1.0000000e-01   7.0000000e-01
   1.4301311e+01   6.4816225e+00   1.0000000e-01   8.0000000e-01
   1.3732158e+01   6.8886311e+00   1.0000000e-01   9.0000000e-01
   1.3125215e+01   7.2367857e+00   1.0000000e-01   1.0000000e+00
   1.2486546e+01   7.5226078e+00   1.0000000e-01   1.1000000e+00
   1.1822533e+01   7.7432415e+00   1.0000000e-01   1.2000000e+00
   1.1139812e+01   7.8964823e+00   1.0000000e-01   1.3000000e+00
   1.0445202e+01   7.9807991e+00   1.0000000e-01   1.4000000e+00
   9.7456450e+00   7.9953494e+00   1.0000000e-01   1.5000000e+00
